$type,id,operationType,vehicleId,naptanId,stationName,lineId,lineName,platformName,bearing,destinationNaptanId,destinationName,timestamp,timeToStation,currentLocation,towards,expectedArrival,timeToLive,modeName,timing.$type,timing.countdownServerAdjustment,timing.source,timing.insert,timing.read,timing.sent,timing.received,direction,api_fetch_time
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2071470546,1,234,940GZZLUWRR,Warren Street Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,490,Between Seven Sisters and Finsbury Park,Brixton,2025-11-27T19:47:58Z,2025-11-27T19:47:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:52.971Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-613739735,1,272,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,491,At Stockwell,Walthamstow Central,2025-11-27T19:47:59Z,2025-11-27T19:47:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.552Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-906040390,1,272,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,911,At Stockwell,Walthamstow Central,2025-11-27T19:54:59Z,2025-11-27T19:54:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.334Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1396612718,1,222,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,970,Between Finsbury Park and Highbury & Islington,Brixton,2025-11-27T19:55:58Z,2025-11-27T19:55:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.965Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",969123445,1,271,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,490,At Tottenham Hale,Brixton,2025-11-27T19:47:58Z,2025-11-27T19:47:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.974Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",729378618,1,235,940GZZLUTMH,Tottenham Hale Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,1330,At Pimlico,Walthamstow Central,2025-11-27T20:01:58Z,2025-11-27T20:01:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.801Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1221977055,1,276,940GZZLUTMH,Tottenham Hale Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,40,Between Seven Sisters and Tottenham Hale,Walthamstow Central,2025-11-27T19:40:28Z,2025-11-27T19:40:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.801Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",389623181,1,236,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,1691,Between Walthamstow Central and Blackhorse Road,Brixton,2025-11-27T20:07:59Z,2025-11-27T20:07:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.529Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1822392089,1,272,940GZZLUSKW,Stockwell Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,3,At Platform,Walthamstow Central,2025-11-27T19:39:51Z,2025-11-27T19:39:51Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.529Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",564266040,1,271,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,1451,At Tottenham Hale,Brixton,2025-11-27T20:03:59Z,2025-11-27T20:03:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:52.156Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-796838405,1,270,940GZZLUSVS,Seven Sisters Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,280,At Finsbury Park,Walthamstow Central,2025-11-27T19:44:28Z,2025-11-27T19:44:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.25Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1775199188,1,271,940GZZLUOXC,Oxford Circus Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,911,At Tottenham Hale,Brixton,2025-11-27T19:54:59Z,2025-11-27T19:54:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.604Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-861411255,1,272,940GZZLUOXC,Oxford Circus Underground Station,victoria,Victoria,Northbound - Platform 6,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,610,At Stockwell,Walthamstow Central,2025-11-27T19:49:58Z,2025-11-27T19:49:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.604Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1665974898,1,221,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,910,At Warren Street,Walthamstow Central,2025-11-27T19:54:58Z,2025-11-27T19:54:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:46.871Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-9577162,1,276,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,311,Between Seven Sisters and Tottenham Hale,Walthamstow Central,2025-11-27T19:44:59Z,2025-11-27T19:44:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:52.779Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2114164917,1,271,940GZZLUFPK,Finsbury Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,371,At Tottenham Hale,Brixton,2025-11-27T19:45:59Z,2025-11-27T19:45:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.097Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",480586881,1,277,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,311,At Oxford Circus,Walthamstow Central,2025-11-27T19:44:59Z,2025-11-27T19:44:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.334Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-326405848,1,277,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,1030,At Oxford Circus,Walthamstow Central,2025-11-27T19:56:58Z,2025-11-27T19:56:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:46.871Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",969320053,1,241,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,250,At Euston,Walthamstow Central,2025-11-27T19:43:58Z,2025-11-27T19:43:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.974Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1777059114,1,221,940GZZLUTMH,Tottenham Hale Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,790,At Warren Street,Walthamstow Central,2025-11-27T19:52:58Z,2025-11-27T19:52:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.801Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2067099739,1,272,940GZZLUVXL,Vauxhall Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,160,At Stockwell,Walthamstow Central,2025-11-27T19:42:28Z,2025-11-27T19:42:28Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:52.156Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1957397104,1,234,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,311,Between Seven Sisters and Finsbury Park,Brixton,2025-11-27T19:44:59Z,2025-11-27T19:44:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.334Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2114361525,1,241,940GZZLUFPK,Finsbury Park Underground Station,victoria,Victoria,Northbound - Platform 2,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,370,At Euston,Walthamstow Central,2025-11-27T19:45:58Z,2025-11-27T19:45:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.097Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1017000616,1,275,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,371,Between Kings Cross St. Pancras and Euston,Brixton,2025-11-27T19:45:59Z,2025-11-27T19:45:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.552Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2066772062,1,272,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,1810,At Stockwell,Walthamstow Central,2025-11-27T20:09:58Z,2025-11-27T20:09:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:52.779Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1665319538,1,241,940GZZLUBLR,Blackhorse Road Underground Station,victoria,Victoria,Northbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,850,At Euston,Walthamstow Central,2025-11-27T19:53:58Z,2025-11-27T19:53:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:46.871Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2093417220,1,235,940GZZLUSVS,Seven Sisters Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,1211,At Pimlico,Walthamstow Central,2025-11-27T19:59:59Z,2025-11-27T19:59:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.25Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1046194478,1,271,940GZZLUEUS,Euston Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,671,At Tottenham Hale,Brixton,2025-11-27T19:50:59Z,2025-11-27T19:50:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:48.529Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",162720271,1,271,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,1330,At Tottenham Hale,Brixton,2025-11-27T20:01:58Z,2025-11-27T20:01:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.965Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-907744326,1,212,940GZZLUKSX,King's Cross St. Pancras Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,551,At Victoria,Walthamstow Central,2025-11-27T19:48:59Z,2025-11-27T19:48:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.334Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",969451125,1,221,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,310,At Warren Street,Walthamstow Central,2025-11-27T19:44:58Z,2025-11-27T19:44:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.974Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1691606387,1,212,940GZZLUSVS,Seven Sisters Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,1031,At Victoria,Walthamstow Central,2025-11-27T19:56:59Z,2025-11-27T19:56:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.25Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1776338218,1,271,940GZZLUTMH,Tottenham Hale Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,3,At Platform,Brixton,2025-11-27T19:39:51Z,2025-11-27T19:39:51Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:51.801Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1691147597,1,272,940GZZLUEUS,Euston Underground Station,victoria,Victoria,Northbound - Platform 4,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,791,At Stockwell,Walthamstow Central,2025-11-27T19:52:59Z,2025-11-27T19:52:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:48.529Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1013909785,1,242,940GZZLUBXN,Brixton Underground Station,victoria,Victoria,Northbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,1630,At Seven Sisters Platform 5,Brixton,2025-11-27T20:06:58Z,2025-11-27T20:06:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:47.999Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1666503192,1,272,940GZZLUHAI,Highbury & Islington Underground Station,victoria,Victoria,Northbound - Platform 3,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,1030,At Stockwell,Walthamstow Central,2025-11-27T19:56:58Z,2025-11-27T19:56:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.974Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-814180140,1,270,940GZZLUWWL,Walthamstow Central Underground Station,victoria,Victoria,Southbound - Platform 1,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,671,At Finsbury Park,Walthamstow Central,2025-11-27T19:50:59Z,2025-11-27T19:50:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:52.779Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1315497352,1,277,940GZZLUEUS,Euston Underground Station,victoria,Victoria,Northbound - Platform 4,,940GZZLUWWL,Walthamstow Central Underground Station,2025-11-27T19:39:48.7533783Z,221,At Oxford Circus,Walthamstow Central,2025-11-27T19:43:29Z,2025-11-27T19:43:29Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:48.529Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,outbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1910735258,1,234,940GZZLUVIC,Victoria Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,971,Between Seven Sisters and Finsbury Park,Brixton,2025-11-27T19:55:59Z,2025-11-27T19:55:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:52.394Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-613412055,1,222,940GZZLUGPK,Green Park Underground Station,victoria,Victoria,Southbound - Platform 4,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,671,Between Finsbury Park and Highbury & Islington,Brixton,2025-11-27T19:50:59Z,2025-11-27T19:50:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:49.552Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1911718275,1,234,940GZZLUOXC,Oxford Circus Underground Station,victoria,Victoria,Southbound - Platform 5,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,671,Between Seven Sisters and Finsbury Park,Brixton,2025-11-27T19:50:59Z,2025-11-27T19:50:59Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.604Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1394646638,1,242,940GZZLUPCO,Pimlico Underground Station,victoria,Victoria,Southbound - Platform 2,,940GZZLUBXN,Brixton Underground Station,2025-11-27T19:39:48.7533783Z,1270,At Seven Sisters Platform 5,Brixton,2025-11-27T20:00:58Z,2025-11-27T20:00:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T19:39:50.965Z,2025-11-27T19:39:48Z,0001-01-01T00:00:00,inbound,2025-11-27 19:40:16
